119.8,122.0,-2.2,0.413,1.19,14.3,0.333,0.764,0.57,15.8,0.589,0.618,100.5,101.0,0.506,46.0,0.511,14.0,0.4,15.0,0.833,6.0,121.0,79.0,0.0,11.0,5.0,20.0,2,0,1,138,1,88.4,111.6,-23.2,0.703,1.44,17.0,0.281,0.685,0.466,16.1,0.424,0.454,112.0,112.0,0.35,37.0,0.374,10.0,0.303,15.0,0.652,6.0,99.0,69.0,2.0,7.0,6.0,13.0,3,18.8,1,99,0
88.4,111.6,-23.2,0.703,1.44,17.0,0.281,0.685,0.466,16.1,0.424,0.454,112.0,112.0,0.35,37.0,0.374,10.0,0.303,15.0,0.652,6.0,99.0,69.0,2.0,7.0,6.0,13.0,3,18.8,1,99,0,119.8,122.0,-2.2,0.413,1.19,14.3,0.333,0.764,0.57,15.8,0.589,0.618,100.5,101.0,0.506,46.0,0.511,14.0,0.4,15.0,0.833,6.0,121.0,79.0,0.0,11.0,5.0,20.0,2,0,1,138,1
122.0,119.8,2.2,0.479,3.29,16.9,0.236,0.667,0.43,7.0,0.564,0.576,100.5,100.0,0.494,48.0,0.475,18.0,0.45,8.0,0.727,6.0,122.0,58.0,3.0,12.0,6.0,24.0,2,3.5,1,95,1,111.6,88.4,23.2,0.571,1.2,16.0,0.315,0.719,0.534,17.9,0.538,0.589,112.0,112.0,0.65,42.0,0.457,15.0,0.429,26.0,0.813,7.0,125.0,57.0,1.0,11.0,7.0,9.0,3,0,1,123,0
111.6,88.4,23.2,0.571,1.2,16.0,0.315,0.719,0.534,17.9,0.538,0.589,112.0,112.0,0.65,42.0,0.457,15.0,0.429,26.0,0.813,7.0,125.0,57.0,1.0,11.0,7.0,9.0,3,0,1,123,0,122.0,119.8,2.2,0.479,3.29,16.9,0.236,0.667,0.43,7.0,0.564,0.576,100.5,100.0,0.494,48.0,0.475,18.0,0.45,8.0,0.727,6.0,122.0,58.0,3.0,12.0,6.0,24.0,2,3.5,1,95,1
104.8,111.5,-6.7,0.579,1.16,16.2,0.25,0.731,0.51,18.3,0.525,0.576,104.0,104.0,0.509,38.0,0.469,9.0,0.31,24.0,0.774,2.0,109.0,54.0,0.0,9.0,2.0,12.0,3,0,1,138,1,99.0,102.9,-3.9,0.472,1.42,13.6,0.157,0.795,0.453,11.7,0.476,0.529,103.0,103.0,0.449,36.0,0.424,9.0,0.243,21.0,0.808,0.0,102.0,60.0,0.0,14.0,6.0,11.0,2,0.1,1,115,0
99.0,102.9,-3.9,0.472,1.42,13.6,0.157,0.795,0.453,11.7,0.476,0.529,103.0,103.0,0.449,36.0,0.424,9.0,0.243,21.0,0.808,0.0,102.0,60.0,0.0,14.0,6.0,11.0,2,0.1,1,115,0,104.8,111.5,-6.7,0.579,1.16,16.2,0.25,0.731,0.51,18.3,0.525,0.576,104.0,104.0,0.509,38.0,0.469,9.0,0.31,24.0,0.774,2.0,109.0,54.0,0.0,9.0,2.0,12.0,3,0,1,138,1
109.2,120.2,-11.0,0.551,2.45,19.2,0.143,0.776,0.459,10.1,0.568,0.578,109.0,109.0,0.452,49.0,0.516,10.0,0.37,11.0,0.611,8.0,119.0,79.0,0.0,16.0,7.0,8.0,3,1.6,1,112,1,117.0,97.2,19.8,0.558,1.04,17.2,0.231,0.75,0.527,21.7,0.625,0.668,106.5,106.0,0.581,43.0,0.537,14.0,0.4,24.0,0.828,3.0,124.0,65.0,0.0,9.0,9.0,13.0,3,0.09999999999999964,1,122,0
117.0,97.2,19.8,0.558,1.04,17.2,0.231,0.75,0.527,21.7,0.625,0.668,106.5,106.0,0.581,43.0,0.537,14.0,0.4,24.0,0.828,3.0,124.0,65.0,0.0,9.0,9.0,13.0,3,0.09999999999999964,1,122,0,109.2,120.2,-11.0,0.551,2.45,19.2,0.143,0.776,0.459,10.1,0.568,0.578,109.0,109.0,0.452,49.0,0.516,10.0,0.37,11.0,0.611,8.0,119.0,79.0,0.0,16.0,7.0,8.0,3,1.6,1,112,1
111.8,110.9,0.9,0.524,1.22,15.5,0.404,0.818,0.594,17.6,0.533,0.559,101.5,102.0,0.493,42.0,0.462,13.0,0.333,17.0,0.68,2.0,114.0,48.0,0.0,11.0,1.0,8.0,85,7.8,1,109,0,111.8,118.6,-6.9,0.644,1.93,20.6,0.2,0.659,0.415,14.7,0.589,0.59,102.0,102.0,0.443,45.0,0.5,16.0,0.364,8.0,0.533,4.0,114.0,58.0,1.0,11.0,4.0,22.0,3,0.3,1,107,1
111.8,118.6,-6.9,0.644,1.93,20.6,0.2,0.659,0.415,14.7,0.589,0.59,102.0,102.0,0.443,45.0,0.5,16.0,0.364,8.0,0.533,4.0,114.0,58.0,1.0,11.0,4.0,22.0,3,0.3,1,107,1,111.8,110.9,0.9,0.524,1.22,15.5,0.404,0.818,0.594,17.6,0.533,0.559,101.5,102.0,0.493,42.0,0.462,13.0,0.333,17.0,0.68,2.0,114.0,48.0,0.0,11.0,1.0,8.0,85,7.8,1,109,0
99.0,109.9,-10.9,0.644,1.93,20.6,0.235,0.745,0.49,14.7,0.527,0.523,101.5,102.0,0.459,45.0,0.484,8.0,0.229,3.0,0.375,2.0,101.0,62.0,2.0,7.0,11.0,10.0,3,0,1,119,1,118.6,111.8,6.9,0.739,1.62,22.5,0.341,0.8,0.585,20.6,0.609,0.632,102.0,102.0,0.557,46.0,0.529,14.0,0.467,15.0,0.75,3.0,121.0,62.0,0.0,5.0,9.0,14.0,3,-3.5,1,128,0
118.6,111.8,6.9,0.739,1.62,22.5,0.341,0.8,0.585,20.6,0.609,0.632,102.0,102.0,0.557,46.0,0.529,14.0,0.467,15.0,0.75,3.0,121.0,62.0,0.0,5.0,9.0,14.0,3,-3.5,1,128,0,99.0,109.9,-10.9,0.644,1.93,20.6,0.235,0.745,0.49,14.7,0.527,0.523,101.5,102.0,0.459,45.0,0.484,8.0,0.229,3.0,0.375,2.0,101.0,62.0,2.0,7.0,11.0,10.0,3,0,1,119,1
100.0,104.6,-4.6,0.718,1.4,19.6,0.184,0.72,0.455,18.7,0.535,0.562,107.5,107.0,0.462,39.0,0.459,13.0,0.481,16.0,0.696,4.0,107.0,64.0,2.0,12.0,7.0,11.0,3,0,1,120,1,105.6,100.9,4.7,0.548,1.28,16.2,0.283,0.81,0.516,16.8,0.534,0.558,106.5,107.0,0.493,42.0,0.477,10.0,0.357,19.0,0.633,3.0,113.0,16.5,0.0,5.5,4.5,3.5,3,-7.1,1,130,0
105.6,100.9,4.7,0.548,1.28,16.2,0.283,0.81,0.516,16.8,0.534,0.558,106.5,107.0,0.493,42.0,0.477,10.0,0.357,19.0,0.633,3.0,113.0,16.5,0.0,5.5,4.5,3.5,3,-7.1,1,130,0,100.0,104.6,-4.6,0.718,1.4,19.6,0.184,0.72,0.455,18.7,0.535,0.562,107.5,107.0,0.462,39.0,0.459,13.0,0.481,16.0,0.696,4.0,107.0,64.0,2.0,12.0,7.0,11.0,3,0,1,120,1
104.6,100.0,4.6,0.537,1.22,15.7,0.28,0.816,0.545,16.7,0.517,0.564,107.5,108.0,0.538,41.0,0.471,8.0,0.286,23.0,0.767,8.0,113.0,51.0,2.0,7.0,9.0,6.0,3,0,1,109,0,101.9,113.1,-11.2,0.641,1.56,18.4,0.102,0.692,0.406,15.2,0.529,0.562,106.0,105.0,0.437,39.0,0.459,12.0,0.429,17.0,0.739,8.0,107.0,68.0,0.0,10.0,4.0,6.0,3,-2.2,1,89,1
101.9,113.1,-11.2,0.641,1.56,18.4,0.102,0.692,0.406,15.2,0.529,0.562,106.0,105.0,0.437,39.0,0.459,12.0,0.429,17.0,0.739,8.0,107.0,68.0,0.0,10.0,4.0,6.0,3,-2.2,1,89,1,104.6,100.0,4.6,0.537,1.22,15.7,0.28,0.816,0.545,16.7,0.517,0.564,107.5,108.0,0.538,41.0,0.471,8.0,0.286,23.0,0.767,8.0,113.0,51.0,2.0,7.0,9.0,6.0,3,0,1,109,0
113.1,101.9,11.2,0.609,2.15,18.9,0.308,0.898,0.594,12.1,0.532,0.567,106.0,107.0,0.563,46.0,0.489,8.0,0.235,21.0,0.724,9.0,121.0,54.0,2.0,8.0,6.0,6.0,3,0.9,1,125,0,97.2,117.0,-19.8,0.556,1.18,14.7,0.25,0.769,0.473,15.9,0.46,0.524,106.5,107.0,0.419,36.0,0.414,8.0,0.229,24.0,0.857,3.0,104.0,55.0,0.0,10.0,13.0,17.0,3,4.5,1,106,1
97.2,117.0,-19.8,0.556,1.18,14.7,0.25,0.769,0.473,15.9,0.46,0.524,106.5,107.0,0.419,36.0,0.414,8.0,0.229,24.0,0.857,3.0,104.0,55.0,0.0,10.0,13.0,17.0,3,4.5,1,106,1,113.1,101.9,11.2,0.609,2.15,18.9,0.308,0.898,0.594,12.1,0.532,0.567,106.0,107.0,0.563,46.0,0.489,8.0,0.235,21.0,0.724,9.0,121.0,54.0,2.0,8.0,6.0,6.0,3,0.9,1,125,0
94.3,108.7,-14.4,0.684,1.24,18.4,0.275,0.698,0.468,20.0,0.506,0.525,104.5,105.0,0.399,38.0,0.427,14.0,0.304,9.0,0.75,5.0,99.0,27.0,1.0,4.0,3.5,2.0,3,-0.7,1,114,0,120.2,109.2,11.0,0.583,2.55,19.1,0.224,0.857,0.541,10.1,0.558,0.608,109.0,109.0,0.548,48.0,0.505,10.0,0.4,25.0,0.862,8.0,131.0,62.0,0.0,12.0,4.0,8.0,3,0,1,119,1
120.2,109.2,11.0,0.583,2.55,19.1,0.224,0.857,0.541,10.1,0.558,0.608,109.0,109.0,0.548,48.0,0.505,10.0,0.4,25.0,0.862,8.0,131.0,62.0,0.0,12.0,4.0,8.0,3,0,1,119,1,94.3,108.7,-14.4,0.684,1.24,18.4,0.275,0.698,0.468,20.0,0.506,0.525,104.5,105.0,0.399,38.0,0.427,14.0,0.304,9.0,0.75,5.0,99.0,27.0,1.0,4.0,3.5,2.0,3,-0.7,1,114,0
120.0,101.0,19.0,0.558,2.18,17.5,0.283,0.855,0.574,11.0,0.559,0.586,99.5,100.0,0.583,43.0,0.457,19.0,0.38,15.0,0.789,3.0,120.0,64.0,0.0,15.0,9.0,21.0,3,0,1,111,1,109.9,99.0,10.9,0.658,2.08,18.2,0.255,0.765,0.51,11.9,0.494,0.553,101.5,101.0,0.541,38.0,0.432,11.0,0.268,24.0,0.857,5.0,111.0,65.0,1.0,7.0,8.0,12.0,3,0,1,116,0
109.9,99.0,10.9,0.658,2.08,18.2,0.255,0.765,0.51,11.9,0.494,0.553,101.5,101.0,0.541,38.0,0.432,11.0,0.268,24.0,0.857,5.0,111.0,65.0,1.0,7.0,8.0,12.0,3,0,1,116,0,120.0,101.0,19.0,0.558,2.18,17.5,0.283,0.855,0.574,11.0,0.559,0.586,99.5,100.0,0.583,43.0,0.457,19.0,0.38,15.0,0.789,3.0,120.0,64.0,0.0,15.0,9.0,21.0,3,0,1,111,1
101.0,120.0,-19.0,0.622,3.83,17.9,0.145,0.717,0.426,6.1,0.467,0.503,99.5,99.0,0.417,37.0,0.402,12.0,0.364,14.0,0.824,3.0,100.0,56.0,1.0,7.0,4.0,25.0,3,1.1,1,128,1,110.9,111.8,-0.9,0.564,1.38,17.1,0.182,0.596,0.406,15.8,0.582,0.616,101.5,101.0,0.507,39.0,0.494,14.0,0.368,20.0,0.741,4.0,112.0,51.0,1.0,8.0,4.0,9.0,85,-13.2,1,126,0
110.9,111.8,-0.9,0.564,1.38,17.1,0.182,0.596,0.406,15.8,0.582,0.616,101.5,101.0,0.507,39.0,0.494,14.0,0.368,20.0,0.741,4.0,112.0,51.0,1.0,8.0,4.0,9.0,85,-13.2,1,126,0,101.0,120.0,-19.0,0.622,3.83,17.9,0.145,0.717,0.426,6.1,0.467,0.503,99.5,99.0,0.417,37.0,0.402,12.0,0.364,14.0,0.824,3.0,100.0,56.0,1.0,7.0,4.0,25.0,3,1.1,1,128,1
111.7,108.9,2.8,0.6,1.8,17.1,0.322,0.778,0.54,13.5,0.49,0.536,100.98,111.0,0.473,45.0,0.441,10.0,0.323,24.0,0.774,7.0,124.0,57.0,1.0,3.0,7.0,8.0,3,0,1,106,1,102.9,99.0,3.9,0.553,1.11,16.0,0.205,0.843,0.547,18.4,0.551,0.583,103.0,103.0,0.551,38.0,0.481,11.0,0.367,19.0,0.704,7.0,106.0,63.0,0.0,11.0,5.0,5.0,3,0,1,103,0
102.9,99.0,3.9,0.553,1.11,16.0,0.205,0.843,0.547,18.4,0.551,0.583,103.0,103.0,0.551,38.0,0.481,11.0,0.367,19.0,0.704,7.0,106.0,63.0,0.0,11.0,5.0,5.0,3,0,1,103,0,111.7,108.9,2.8,0.6,1.8,17.1,0.322,0.778,0.54,13.5,0.49,0.536,100.98,111.0,0.473,45.0,0.441,10.0,0.323,24.0,0.774,7.0,124.0,57.0,1.0,3.0,7.0,8.0,3,0,1,106,1
118.75,108.65,10.1,0.64,1.45,19.55,0.2965,0.726,0.5165,18.65,0.615,0.6435,100.0,100.0,0.5285,42.5,0.5135000000000001,16.5,0.425,17.0,0.7849999999999999,3.5,118.5,49.0,1.0,8.5,6.5,11.0,2,-0.1,2,73,1,106.45,118.45,-12.0,0.48,1.82,14.899999999999999,0.1135,0.6930000000000001,0.393,10.3,0.524,0.569,102.5,102.0,0.4285,38.5,0.45899999999999996,11.0,0.3245,20.5,0.7885,1.5,108.5,59.0,0.0,12.5,4.0,10.0,2,0.1,2,124,0
106.45,118.45,-12.0,0.48,1.82,14.899999999999999,0.1135,0.6930000000000001,0.393,10.3,0.524,0.569,102.5,102.0,0.4285,38.5,0.45899999999999996,11.0,0.3245,20.5,0.7885,1.5,108.5,59.0,0.0,12.5,4.0,10.0,2,0.1,2,124,0,118.75,108.65,10.1,0.64,1.45,19.55,0.2965,0.726,0.5165,18.65,0.615,0.6435,100.0,100.0,0.5285,42.5,0.5135000000000001,16.5,0.425,17.0,0.7849999999999999,3.5,118.5,49.0,1.0,8.5,6.5,11.0,2,-0.1,2,73,1
106.35,111.19999999999999,-4.9,0.687,2.005,19.5,0.231,0.7045,0.44699999999999995,13.5,0.5285,0.5449999999999999,103.75,104.0,0.446,41.0,0.449,14.5,0.385,14.0,0.579,6.0,110.5,57.0,1.0,9.0,5.5,14.5,1,0.3,2,106,1,118.55,92.65,25.9,0.5415,1.255,16.3,0.2985,0.653,0.5025,17.1,0.5880000000000001,0.6375,105.0,105.0,0.664,41.5,0.498,15.0,0.473,26.0,0.826,8.5,124.0,53.5,1.0,9.5,5.5,8.0,2,0,2,104,0
118.55,92.65,25.9,0.5415,1.255,16.3,0.2985,0.653,0.5025,17.1,0.5880000000000001,0.6375,105.0,105.0,0.664,41.5,0.498,15.0,0.473,26.0,0.826,8.5,124.0,53.5,1.0,9.5,5.5,8.0,2,0,2,104,0,106.35,111.19999999999999,-4.9,0.687,2.005,19.5,0.231,0.7045,0.44699999999999995,13.5,0.5285,0.5449999999999999,103.75,104.0,0.446,41.0,0.449,14.5,0.385,14.0,0.579,6.0,110.5,57.0,1.0,9.0,5.5,14.5,1,0.3,2,106,1
105.05,111.4,-6.35,0.6635,1.7,19.200000000000003,0.199,0.7324999999999999,0.461,15.75,0.544,0.5605,108.5,108.0,0.446,42.5,0.47150000000000003,13.0,0.416,15.5,0.616,3.5,113.5,60.5,2.5,10.5,7.0,14.0,1,5.7,2,113,1,111.9,105.5,6.4,0.5345,1.5350000000000001,16.6,0.269,0.798,0.5245,14.75,0.5485,0.5805,108.0,108.5,0.5315,45.0,0.491,10.5,0.356,21.0,0.7130000000000001,1.5,121.5,30.25,0.5,9.25,5.75,6.75,1,-7.1,2,120,0
111.9,105.5,6.4,0.5345,1.5350000000000001,16.6,0.269,0.798,0.5245,14.75,0.5485,0.5805,108.0,108.5,0.5315,45.0,0.491,10.5,0.356,21.0,0.7130000000000001,1.5,121.5,30.25,0.5,9.25,5.75,6.75,1,-7.1,2,120,0,105.05,111.4,-6.35,0.6635,1.7,19.200000000000003,0.199,0.7324999999999999,0.461,15.75,0.544,0.5605,108.5,108.0,0.446,42.5,0.47150000000000003,13.0,0.416,15.5,0.616,3.5,113.5,60.5,2.5,10.5,7.0,14.0,1,5.7,2,113,1
117.30000000000001,109.4,7.9,0.6745,2.4,20.85,0.2845,0.806,0.5435000000000001,12.75,0.549,0.5820000000000001,106.5,106.5,0.5285,47.5,0.4875,12.0,0.406,18.0,0.7749999999999999,5.5,125.0,64.5,1.0,11.0,8.0,16.0,1,0,2,95,0,104.85,104.94999999999999,-0.09999999999999964,0.6475,1.03,17.25,0.3145,0.7705,0.536,22.8,0.553,0.583,100.5,100.5,0.4995,36.5,0.461,14.5,0.369,18.0,0.644,4.5,105.5,58.0,1.0,7.0,8.0,6.0,4,0,2,98,1
104.85,104.94999999999999,-0.09999999999999964,0.6475,1.03,17.25,0.3145,0.7705,0.536,22.8,0.553,0.583,100.5,100.5,0.4995,36.5,0.461,14.5,0.369,18.0,0.644,4.5,105.5,58.0,1.0,7.0,8.0,6.0,4,0,2,98,1,117.30000000000001,109.4,7.9,0.6745,2.4,20.85,0.2845,0.806,0.5435000000000001,12.75,0.549,0.5820000000000001,106.5,106.5,0.5285,47.5,0.4875,12.0,0.406,18.0,0.7749999999999999,5.5,125.0,64.5,1.0,11.0,8.0,16.0,1,0,2,95,0
109.65,97.35,12.350000000000001,0.5125,1.4449999999999998,15.55,0.3235,0.7569999999999999,0.542,14.649999999999999,0.5225,0.5609999999999999,101.0,101.5,0.5860000000000001,41.0,0.4685,9.5,0.3205,19.5,0.747,7.0,111.0,51.0,1.0,6.5,8.0,12.0,1,0,2,94,0,110.5,103.9,6.65,0.6715,1.5750000000000002,20.3,0.255,0.779,0.528,17.9,0.5800000000000001,0.601,102.515,113.5,0.551,47.0,0.507,13.5,0.45,17.0,0.6915,3.5,124.5,65.0,0.5,5.0,6.5,13.5,1,-3.5,2,118,1
