127.5,105.9,21.6,0.62,2.38,19.7,0.429,0.774,0.596,12.7,0.549,0.575,102.0,102.0,0.608,50.0,0.49,12.0,0.462,18.0,0.72,4.0,130.0,49.0,0.0,10.0,4.0,14.0,2,0,1,124,0,120.6,97.1,23.4,0.542,1.73,17.9,0.333,0.705,0.541,14.0,0.58,0.619,106.0,107.0,0.632,48.0,0.511,13.0,0.448,20.0,0.87,10.0,129.0,53.0,0.0,7.0,5.0,6.0,2,0,1,112,1
120.6,97.1,23.4,0.542,1.73,17.9,0.333,0.705,0.541,14.0,0.58,0.619,106.0,107.0,0.632,48.0,0.511,13.0,0.448,20.0,0.87,10.0,129.0,53.0,0.0,7.0,5.0,6.0,2,0,1,112,1,127.5,105.9,21.6,0.62,2.38,19.7,0.429,0.774,0.596,12.7,0.549,0.575,102.0,102.0,0.608,50.0,0.49,12.0,0.462,18.0,0.72,4.0,130.0,49.0,0.0,10.0,4.0,14.0,2,0,1,124,0
97.1,120.6,-23.4,0.55,1.47,15.1,0.295,0.667,0.459,14.3,0.439,0.471,106.0,105.0,0.368,40.0,0.404,7.0,0.206,15.0,0.714,8.0,102.0,52.0,0.0,2.0,5.0,3.0,2,0,1,137,0,102.9,108.6,-5.7,0.538,1.4,14.8,0.29,0.647,0.451,14.4,0.479,0.504,104.5,104.0,0.424,39.0,0.402,15.0,0.357,14.0,0.667,5.0,107.0,62.0,1.0,8.0,5.0,8.0,2,1.6,1,134,1
102.9,108.6,-5.7,0.538,1.4,14.8,0.29,0.647,0.451,14.4,0.479,0.504,104.5,104.0,0.424,39.0,0.402,15.0,0.357,14.0,0.667,5.0,107.0,62.0,1.0,8.0,5.0,8.0,2,1.6,1,134,1,97.1,120.6,-23.4,0.55,1.47,15.1,0.295,0.667,0.459,14.3,0.439,0.471,106.0,105.0,0.368,40.0,0.404,7.0,0.206,15.0,0.714,8.0,102.0,52.0,0.0,2.0,5.0,3.0,2,0,1,137,0
108.6,102.9,5.7,0.5,1.24,14.9,0.353,0.71,0.549,16.2,0.516,0.556,104.5,105.0,0.576,42.0,0.457,11.0,0.355,19.0,0.792,10.0,114.0,67.0,0.0,9.0,5.0,13.0,2,0,1,102,1,110.5,102.9,7.6,0.561,1.53,16.0,0.304,0.804,0.529,14.3,0.511,0.551,105.0,105.0,0.522,41.0,0.441,13.0,0.361,21.0,0.75,6.0,116.0,46.0,0.0,13.0,4.0,5.0,2,-13.799999999999999,1,100,0
110.5,102.9,7.6,0.561,1.53,16.0,0.304,0.804,0.529,14.3,0.511,0.551,105.0,105.0,0.522,41.0,0.441,13.0,0.361,21.0,0.75,6.0,116.0,46.0,0.0,13.0,4.0,5.0,2,-13.799999999999999,1,100,0,108.6,102.9,5.7,0.5,1.24,14.9,0.353,0.71,0.549,16.2,0.516,0.556,104.5,105.0,0.576,42.0,0.457,11.0,0.355,19.0,0.792,10.0,114.0,67.0,0.0,9.0,5.0,13.0,2,0,1,102,1
106.9,111.9,-5.0,0.5,1.17,15.7,0.277,0.707,0.514,17.6,0.552,0.578,101.5,102.0,0.475,42.0,0.488,11.0,0.367,14.0,0.737,5.0,109.0,60.0,0.0,10.0,6.0,14.0,2,2.0,1,98,0,110.4,100.9,9.4,0.667,3.33,21.5,0.128,0.696,0.437,8.5,0.539,0.582,106.0,106.0,0.572,45.0,0.5,7.0,0.28,20.0,0.833,5.0,117.0,67.0,1.0,13.0,6.0,9.0,2,-9.0,1,108,1
110.4,100.9,9.4,0.667,3.33,21.5,0.128,0.696,0.437,8.5,0.539,0.582,106.0,106.0,0.572,45.0,0.5,7.0,0.28,20.0,0.833,5.0,117.0,67.0,1.0,13.0,6.0,9.0,2,-9.0,1,108,1,106.9,111.9,-5.0,0.5,1.17,15.7,0.277,0.707,0.514,17.6,0.552,0.578,101.5,102.0,0.475,42.0,0.488,11.0,0.367,14.0,0.737,5.0,109.0,60.0,0.0,10.0,6.0,14.0,2,2.0,1,98,0
109.1,106.1,3.0,0.528,1.46,14.4,0.321,0.805,0.532,13.1,0.494,0.54,99.0,99.0,0.479,36.0,0.419,13.0,0.433,23.0,0.719,4.0,108.0,44.0,0.0,4.0,8.0,4.0,2,5.0,1,105,0,105.9,127.5,-21.6,0.55,1.38,16.0,0.226,0.571,0.404,15.7,0.506,0.542,102.0,102.0,0.392,40.0,0.449,10.0,0.303,18.0,0.75,10.0,108.0,57.0,0.0,14.0,7.0,12.0,2,-9.5,1,109,1
105.9,127.5,-21.6,0.55,1.38,16.0,0.226,0.571,0.404,15.7,0.506,0.542,102.0,102.0,0.392,40.0,0.449,10.0,0.303,18.0,0.75,10.0,108.0,57.0,0.0,14.0,7.0,12.0,2,-9.5,1,109,1,109.1,106.1,3.0,0.528,1.46,14.4,0.321,0.805,0.532,13.1,0.494,0.54,99.0,99.0,0.479,36.0,0.419,13.0,0.433,23.0,0.719,4.0,108.0,44.0,0.0,4.0,8.0,4.0,2,5.0,1,105,0
102.9,110.5,-7.6,0.568,1.11,15.9,0.196,0.696,0.471,18.1,0.538,0.585,105.0,105.0,0.478,37.0,0.463,12.0,0.429,22.0,0.786,2.0,108.0,44.0,1.0,8.0,5.0,7.0,2,6.4,1,104,1,129.9,119.4,10.5,0.522,2.18,18.6,0.256,0.81,0.543,11.3,0.634,0.668,97.5,97.0,0.566,46.0,0.561,12.0,0.343,22.0,0.786,3.0,126.0,34.0,2.0,10.0,4.0,2.0,3,0.2,1,111,0
129.9,119.4,10.5,0.522,2.18,18.6,0.256,0.81,0.543,11.3,0.634,0.668,97.5,97.0,0.566,46.0,0.561,12.0,0.343,22.0,0.786,3.0,126.0,34.0,2.0,10.0,4.0,2.0,3,0.2,1,111,0,102.9,110.5,-7.6,0.568,1.11,15.9,0.196,0.696,0.471,18.1,0.538,0.585,105.0,105.0,0.478,37.0,0.463,12.0,0.429,22.0,0.786,2.0,108.0,44.0,1.0,8.0,5.0,7.0,2,6.4,1,104,1
105.7,107.5,-1.8,0.636,2.33,17.8,0.324,0.6,0.464,11.3,0.445,0.479,96.45,106.0,0.471,44.0,0.404,9.0,0.243,15.0,0.833,5.0,112.0,64.0,1.0,6.0,6.0,7.0,2,0,1,130,1,111.9,106.9,5.0,0.775,2.38,20.9,0.293,0.723,0.486,12.9,0.5,0.54,101.5,101.0,0.525,40.0,0.426,14.0,0.368,19.0,0.792,4.0,113.0,59.0,0.0,8.0,8.0,12.0,2,0.3,1,106,0
111.9,106.9,5.0,0.775,2.38,20.9,0.293,0.723,0.486,12.9,0.5,0.54,101.5,101.0,0.525,40.0,0.426,14.0,0.368,19.0,0.792,4.0,113.0,59.0,0.0,8.0,8.0,12.0,2,0.3,1,106,0,105.7,107.5,-1.8,0.636,2.33,17.8,0.324,0.6,0.464,11.3,0.445,0.479,96.45,106.0,0.471,44.0,0.404,9.0,0.243,15.0,0.833,5.0,112.0,64.0,1.0,6.0,6.0,7.0,2,0,1,130,1
107.5,105.7,1.8,0.643,1.93,17.0,0.4,0.676,0.536,13.1,0.468,0.487,96.45,107.0,0.529,42.0,0.389,17.0,0.34,14.0,0.609,7.0,115.0,55.0,3.0,8.0,4.0,10.0,2,-2.6999999999999997,1,129,0,100.9,110.4,-9.4,0.595,1.56,17.2,0.304,0.872,0.563,15.1,0.474,0.511,106.0,106.0,0.428,42.0,0.429,9.0,0.257,14.0,0.933,3.0,107.0,54.0,0.0,11.0,8.0,11.0,2,0,1,122,1
100.9,110.4,-9.4,0.595,1.56,17.2,0.304,0.872,0.563,15.1,0.474,0.511,106.0,106.0,0.428,42.0,0.429,9.0,0.257,14.0,0.933,3.0,107.0,54.0,0.0,11.0,8.0,11.0,2,0,1,122,1,107.5,105.7,1.8,0.643,1.93,17.0,0.4,0.676,0.536,13.1,0.468,0.487,96.45,107.0,0.529,42.0,0.389,17.0,0.34,14.0,0.609,7.0,115.0,55.0,3.0,8.0,4.0,10.0,2,-2.6999999999999997,1,129,0
119.4,100.0,19.4,0.643,1.35,18.8,0.409,0.75,0.58,19.4,0.602,0.636,102.5,103.0,0.585,42.0,0.506,16.0,0.421,23.0,0.742,1.0,123.0,46.0,1.0,8.0,6.0,6.0,2,0,1,132,0,109.5,100.9,8.6,0.641,1.79,16.9,0.3,0.683,0.496,13.3,0.468,0.53,106.0,105.0,0.548,39.0,0.415,10.0,0.263,27.0,0.818,5.0,115.0,61.0,2.0,6.0,5.0,6.0,2,0,1,126,1
109.5,100.9,8.6,0.641,1.79,16.9,0.3,0.683,0.496,13.3,0.468,0.53,106.0,105.0,0.548,39.0,0.415,10.0,0.263,27.0,0.818,5.0,115.0,61.0,2.0,6.0,5.0,6.0,2,0,1,126,1,119.4,100.0,19.4,0.643,1.35,18.8,0.409,0.75,0.58,19.4,0.602,0.636,102.5,103.0,0.585,42.0,0.506,16.0,0.421,23.0,0.742,1.0,123.0,46.0,1.0,8.0,6.0,6.0,2,0,1,132,0
107.0,97.3,9.6,0.689,1.72,19.6,0.281,0.754,0.518,15.7,0.535,0.564,113.5,115.0,0.548,45.0,0.455,16.0,0.356,17.0,0.739,4.0,123.0,62.0,1.0,18.0,3.0,14.0,3,9.8,1,123,1,100.0,119.4,-19.4,0.525,1.0,15.8,0.25,0.591,0.42,20.6,0.512,0.561,102.5,102.0,0.415,40.0,0.482,5.0,0.227,17.0,0.944,3.0,102.0,57.0,1.0,6.0,10.0,6.0,2,3.3,1,128,0
100.0,119.4,-19.4,0.525,1.0,15.8,0.25,0.591,0.42,20.6,0.512,0.561,102.5,102.0,0.415,40.0,0.482,5.0,0.227,17.0,0.944,3.0,102.0,57.0,1.0,6.0,10.0,6.0,2,3.3,1,128,0,107.0,97.3,9.6,0.689,1.72,19.6,0.281,0.754,0.518,15.7,0.535,0.564,113.5,115.0,0.548,45.0,0.455,16.0,0.356,17.0,0.739,4.0,123.0,62.0,1.0,18.0,3.0,14.0,3,9.8,1,123,1
